"";"X1";"X2";"X3";"X4";"X5"
"1";3,47490744549568;3,17338096685923;3,33469139556096;3,26409242930982;3,52897537245363
"2";6,15511760966306;5,25454545454545;4,58741258741259;4,28914563697172;3,7582851930678
"3";4,57596948506039;4,36503496503496;5,06895430151244;5,31192063750203;6,22865506586437
"4";6,96643356643357;8,08671328671329;6,531057178116;7,06787330316742;6,09296585767174
